"Protocol","Flow Duration","Total Fwd Packet","Total Bwd packets","Total Length of Fwd Packet","Total Length of Bwd Packet","Fwd Packet Length Max","Fwd Packet Length Min","Fwd Packet Length Mean","Fwd Packet Length Std","Bwd Packet Length Max","Bwd Packet Length Min","Bwd Packet Length Mean","Bwd Packet Length Std","Flow Bytes/s","Flow Packets/s","Flow IAT Mean","Flow IAT Std","Flow IAT Max","Flow IAT Min","Fwd IAT Total","Fwd IAT Mean","Fwd IAT Std","Fwd IAT Max","Fwd IAT Min","Bwd IAT Total","Bwd IAT Mean","Bwd IAT Std","Bwd IAT Max","Bwd IAT Min","Fwd PSH Flags","Bwd PSH Flags","Fwd URG Flags","Bwd URG Flags","Fwd Header Length","Bwd Header Length","Fwd Packets/s","Bwd Packets/s","Packet Length Min","Packet Length Max","Packet Length Mean","Packet Length Std","Packet Length Variance","FIN Flag Count","SYN Flag Count","RST Flag Count","PSH Flag Count","ACK Flag Count","URG Flag Count","CWE Flag Count","ECE Flag Count","Down/Up Ratio","Average Packet Size","Fwd Segment Size Avg","Bwd Segment Size Avg","Fwd Bytes/Bulk Avg","Fwd Packet/Bulk Avg","Fwd Bulk Rate Avg","Bwd Bytes/Bulk Avg","Bwd Packet/Bulk Avg","Bwd Bulk Rate Avg","Subflow Fwd Packets","Subflow Fwd Bytes","Subflow Bwd Packets","Subflow Bwd Bytes","FWD Init Win Bytes","Bwd Init Win Bytes","Fwd Act Data Pkts","Fwd Seg Size Min","Active Mean","Active Std","Active Max","Active Min","Idle Mean","Idle Std","Idle Max","Idle Min","Label"
6.0,9.0434476E7,6.0,7.0,2911.0,1060.0,1460.0,0.0,485.1666667,700.3957215,1060.0,0.0,151.4285714,400.6423414,43.91024503,0.143750487,7536206.333,1.749203117E7,4.5055465E7,20.0,9.0433365E7,1.8086673E7,2.455433564E7,4.5055963E7,34.0,9.0433978E7,1.507232967E7,2.31699095E7,4.5055868E7,20.0,0.0,0.0,0.0,0.0,120.0,140.0,0.066346379,0.077404109,0.0,1460.0,283.6428571,545.0719934,297103.478,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,1.0,305.4615385,485.1666667,151.4285714,0.0,0.0,0.0,0.0,5.0,8523.0,0.0,223.0,0.0,81.0,2640.0,2640.0,4.0,20.0,0.0,0.0,0.0,0.0,1.43777E15,3.03648767E7,1.43777E15,1.43777E15,"Normal"
6.0,1.19631818E8,19.0,19.0,2641.0,4649.0,758.0,0.0,139.0,210.6888174,1460.0,0.0,244.6842105,473.0052916,60.93696578,0.317641248,3233292.378,8363316.908,2.6965244E7,16.0,1.19594932E8,6644162.889,1.114676558E7,2.6965276E7,17.0,1.19592098E8,6644005.444,1.114677208E7,2.6965292E7,50.0,1.0,0.0,0.0,0.0,380.0,380.0,0.158820624,0.158820624,0.0,1460.0,189.1025641,360.6812848,130090.9892,0.0,0.0,0.0,17.0,38.0,0.0,0.0,0.0,1.0,194.0789474,139.0,244.6842105,0.0,0.0,0.0,0.0,7.0,3565.0,0.0,69.0,0.0,122.0,2640.0,3346.0,11.0,20.0,0.0,0.0,0.0,0.0,1.43777E15,3.433393079E7,1.43777E15,1.43777E15,"Normal"
6.0,1.19410193E8,329.0,335.0,181851.0,28693.0,1460.0,0.0,552.7386018,605.4577676,953.0,0.0,85.65074627,184.9563481,1763.199562,5.560664323,180105.8718,773622.1932,8179150.0,7.0,1.19410059E8,364055.0579,1072562.829,8179341.0,22.0,1.19409699E8,357514.0689,1061551.733,8179409.0,7.0,0.0,0.0,0.0,0.0,6580.0,6700.0,2.755208678,2.805455645,0.0,1460.0,318.8030075,504.7685787,254791.3181,0.0,0.0,0.0,262.0,664.0,0.0,0.0,0.0,1.0,319.2831325,552.7386018,85.65074627,0.0,0.0,0.0,0.0,14.0,5470.0,0.0,273.0,0.0,43.0,21142.0,8323.0,231.0,20.0,0.0,0.0,0.0,0.0,1.43777E15,3.548927954E7,1.43777E15,1.43777E15,"Normal"
6.0,4702.0,6.0,4.0,38.0,114.0,32.0,0.0,6.333333333,12.80104162,90.0,0.0,28.5,42.53234064,32326.6695,2126.754573,522.4444444,411.9527009,1195.0,40.0,4702.0,940.4,441.0269833,1456.0,303.0,4038.0,1346.0,937.6369233,2412.0,649.0,0.0,0.0,0.0,0.0,132.0,92.0,1276.052744,850.701829,0.0,90.0,13.81818182,27.63265525,763.5636364,1.0,2.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,15.2,6.333333333,28.5,0.0,0.0,0.0,0.0,4.0,46754.0,0.0,3.0,0.0,11.0,14600.0,913.0,2.0,20.0,0.0,0.0,0.0,0.0,1.43777E15,1190.772657,1.44E15,1.43777E15,"Normal"
6.0,1.19924056E8,208.0,225.0,138203.0,13212.0,1460.0,0.0,664.4375,586.5136789,498.0,0.0,58.72,107.7622085,1262.590718,3.610618373,277601.9815,1713834.946,1.9155452E7,7.0,1.19923805E8,579342.0531,2445866.646,1.9155702E7,40.0,1.19507698E8,533516.5089,2354559.248,1.9155764E7,7.0,1.0,0.0,0.0,0.0,4160.0,4500.0,1.734430997,1.876187377,0.0,1460.0,349.078341,512.0574163,262202.7975,0.0,0.0,0.0,188.0,433.0,0.0,0.0,0.0,1.0,349.8845266,664.4375,58.72,0.0,0.0,0.0,0.0,17.0,5309.0,0.0,319.0,0.0,30.0,2640.0,2640.0,168.0,20.0,0.0,0.0,0.0,0.0,1.44E15,3.58887954E7,1.43777E15,1.43777E15,"Normal"
17.0,332462.0,1.0,1.0,37.0,53.0,37.0,37.0,37.0,0.0,53.0,53.0,53.0,0.0,270.7076297,6.015725105,332462.0,0.0,332462.0,332462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3.007862553,3.007862553,37.0,53.0,42.33333333,9.237604307,85.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.5,37.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,26.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
6.0,436.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4587.155963,436.0,0.0,436.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,2293.577982,2293.577982,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2622.0,1204.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
17.0,448727.0,1.0,1.0,29.0,45.0,29.0,29.0,29.0,0.0,45.0,45.0,45.0,0.0,164.9109592,4.457052952,448727.0,0.0,448727.0,448727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.228526476,2.228526476,29.0,45.0,34.33333333,9.237604307,85.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.5,29.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,22.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
6.0,192.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10416.66667,192.0,0.0,192.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,5208.333333,5208.333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2315.0,1162.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
6.0,5584811.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.716228356,1861603.667,3224246.642,5584643.0,25.0,5584811.0,2792405.5,3948820.142,5584643.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,32.0,0.537171267,0.179057089,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14600.0,14600.0,0.0,20.0,0.0,0.0,0.0,0.0,7.28168E14,1.03E15,1.45634E15,5584618.0,"Normal"
6.0,69.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28985.50725,69.0,0.0,69.0,69.0,69.0,69.0,0.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,28985.50725,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,913.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
6.0,1.1623191E8,24.0,22.0,726.0,10127.0,363.0,0.0,30.25,102.485736,1460.0,0.0,460.3181818,650.1085174,93.37366993,0.39576051,2582931.333,4340148.421,1.0036686E7,4.0,1.1623191E8,5053561.304,4962202.435,1.0036926E7,12.0,1.11336243E8,5301725.857,5073774.178,1.003696E7,29.0,0.0,0.0,0.0,0.0,492.0,452.0,0.206483744,0.189276766,0.0,1460.0,230.9148936,495.5129898,245533.123,1.0,2.0,0.0,6.0,45.0,0.0,0.0,0.0,0.0,235.9347826,30.25,460.3181818,0.0,0.0,0.0,0.0,10.0,9854.0,0.0,15.0,0.0,220.0,14600.0,1047.0,2.0,20.0,0.0,0.0,0.0,0.0,1.46E15,3.647206053E7,1.45634E15,1.45634E15,"Normal"
6.0,1.14829498E8,58.0,57.0,42171.0,7441.0,1460.0,0.0,727.0862069,722.7372259,1385.0,0.0,130.5438596,293.6363805,432.0492632,1.001484828,1007276.298,2962395.242,1.0021315E7,3.0,1.14829249E8,2014548.228,3955623.835,1.0021699E7,15.0,1.14829282E8,2050522.893,3983355.29,1.0021564E7,3.0,0.0,0.0,0.0,0.0,1172.0,1152.0,0.505096696,0.496388132,0.0,1460.0,427.6896552,625.6623539,391453.3811,0.0,2.0,0.0,17.0,114.0,0.0,0.0,0.0,0.0,431.4086957,727.0862069,130.5438596,0.0,0.0,0.0,0.0,22.0,15292.0,0.0,366.0,0.0,64.0,14600.0,2640.0,33.0,20.0,0.0,0.0,0.0,0.0,1.45634E15,2.694230749E7,1.45634E15,1.45634E15,"Normal"
6.0,357.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5602.240896,357.0,0.0,357.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,2801.120448,2801.120448,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1232.0,1189.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
6.0,1.16194038E8,17.0,16.0,1093.0,1220.0,575.0,0.0,64.29411765,181.7751924,610.0,0.0,76.25,208.3546656,19.90635699,0.284007687,3631063.688,4735625.843,1.0020889E7,8.0,1.16193762E8,7262110.125,4268997.166,1.0021154E7,135.0,1.16193911E8,7746260.733,3938092.216,1.0021687E7,646254.0,0.0,0.0,0.0,0.0,352.0,332.0,0.14630699,0.137700697,0.0,610.0,68.02941176,189.560654,35933.24153,0.0,2.0,0.0,4.0,32.0,0.0,0.0,0.0,0.0,70.09090909,64.29411765,76.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,36.0,14600.0,1057.0,2.0,20.0,0.0,0.0,0.0,0.0,1.45634E15,3.716032004E7,1.45634E15,1.45634E15,"Normal"
6.0,1.17409033E8,16.0,14.0,449.0,644.0,449.0,0.0,28.0625,112.25,644.0,0.0,46.0,172.1162398,9.309334828,0.255516967,4048587.345,4867899.27,1.002453E7,11.0,1.17409033E8,7827268.867,3963451.187,1.0024754E7,157.0,1.11714587E8,8593429.769,3493838.287,1.0024857E7,1659.0,0.0,0.0,0.0,0.0,332.0,292.0,0.136275716,0.119241251,0.0,644.0,35.25806452,138.7803943,19259.99785,1.0,2.0,0.0,2.0,29.0,0.0,0.0,0.0,0.0,36.43333333,28.0625,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,21.0,14600.0,980.0,1.0,20.0,0.0,0.0,0.0,0.0,1.40432E15,2.75222E14,1.45634E15,5694031.0,"Normal"
6.0,1.14278344E8,27.0,26.0,7978.0,8141.0,1460.0,0.0,295.4814815,580.4617771,1460.0,0.0,313.1153846,557.6951373,141.0503463,0.463779909,2197660.462,4124233.241,1.0020774E7,5.0,1.14278056E8,4395309.846,4965458.543,1.0021051E7,14.0,1.14278134E8,4571125.36,4984588.25,1.0021248E7,7.0,0.0,0.0,0.0,0.0,552.0,532.0,0.236265237,0.227514672,0.0,1460.0,298.5,560.1689688,313789.2736,0.0,2.0,0.0,6.0,52.0,0.0,0.0,0.0,0.0,304.1320755,295.4814815,313.1153846,0.0,0.0,0.0,0.0,7.0,57783.0,0.0,150.0,0.0,153.0,14600.0,2008.0,6.0,20.0,0.0,0.0,0.0,0.0,1.45634E15,3.56812501E7,1.45634E15,1.45634E15,"Normal"
6.0,1.18825361E8,31.0,29.0,16913.0,2417.0,1460.0,0.0,545.5806452,700.1550197,996.0,0.0,83.34482759,249.345898,162.6757103,0.504942712,2013989.169,3945340.119,1.0028391E7,4.0,1.18825361E8,3960845.367,4812393.818,1.002883E7,80.0,1.1303397E8,4036927.5,4918281.019,1.0028695E7,4.0,0.0,0.0,0.0,0.0,632.0,592.0,0.260887068,0.244055644,0.0,1460.0,316.8852459,573.7424538,329180.4033,1.0,2.0,0.0,6.0,59.0,0.0,0.0,0.0,0.0,322.1666667,545.5806452,83.34482759,0.0,0.0,0.0,0.0,8.0,27695.0,0.0,281.0,0.0,40.0,14600.0,2640.0,13.0,20.0,0.0,0.0,0.0,0.0,1.43123E15,1.91226E14,1.45634E15,5790966.0,"Normal"
6.0,1.17466892E8,14.0,14.0,783.0,250.0,783.0,0.0,55.92857143,209.2655524,250.0,0.0,17.85714286,66.81531048,8.79396724,0.238365037,4350625.63,4883558.056,1.0021623E7,48.0,1.17466324E8,9035871.077,2412533.428,1.0021623E7,3144324.0,1.17466599E8,9035892.231,2412603.935,1.0024773E7,3144139.0,0.0,0.0,0.0,0.0,280.0,280.0,0.119182518,0.119182518,0.0,783.0,35.62068966,151.0431381,22814.02956,0.0,0.0,0.0,2.0,28.0,0.0,0.0,0.0,1.0,36.89285714,55.92857143,17.85714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,8.0,1114.0,1351.0,1.0,20.0,0.0,0.0,0.0,0.0,1.45634E15,3.471101345E7,1.45634E15,1.45634E15,"Normal"
6.0,132.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15151.51515,132.0,0.0,132.0,132.0,132.0,132.0,0.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,15151.51515,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2640.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Normal"
6.0,1.06243977E8,234.0,363.0,25678.0,354532.0,1460.0,0.0,109.7350427,319.5795895,1460.0,0.0,976.6721763,591.6460323,3578.649922,5.619142062,178261.7064,2218517.851,4.6491047E7,2.0,1.06243751E8,455981.7639,3535050.001,4.6491371E7,14.0,1.06243849E8,293491.2956,2842291.422,4.6491256E7,2.0,0.0,0.0,0.0,0.0,4692.0,7272.0,2.202477793,3.416664269,0.0,1460.0,635.8026756,657.2028829,431915.6293,0.0,2.0,0.0,177.0,596.0,0.0,0.0,0.0,1.0,636.8676717,109.7350427,976.6721763,0.0,0.0,0.0,0.0,72.0,35276.0,0.0,43.0,0.0,593.0,14600.0,2640.0,54.0,20.0,0.0,0.0,0.0,0.0,1.45634E15,1.583108041E7,1.45634E15,1.45634E15,"Normal"
6.0,5.9240004E7,4.0,5.0,82.0,151.0,41.0,0.0,20.5,23.67136104,110.0,0.0,30.2,48.01249837,3.933153009,0.151924365,7405000.5,2.074230537E7,5.8738828E7,44.0,5.9239945E7,1.974664833E7,3.376821853E7,5.8738828E7,245445.0,5.923976E7,1.480994E7,2.928676289E7,5.8739729E7,183.0,1.0,0.0,0.0,0.0,80.0,100.0,0.06752194,0.084402425,0.0,110.0,27.4,35.45952309,1257.377778,1.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,30.44444444,20.5,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,16.0,2190.0,1264.0,1.0,20.0,0.0,0.0,0.0,0.0,1.45634E15,3.226416566E7,1.45634E15,1.45634E15,"Normal"
6.0,5212777.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.767345313,1737592.333,3009340.131,5212479.0,29.0,5212777.0,2606388.5,3685568.53,5212479.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,32.0,0.575508985,0.191836328,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14600.0,14600.0,0.0,20.0,0.0,0.0,0.0,0.0,7.28169E14,1.03E15,1.45634E15,5212450.0,"Normal"
